First Name,Last Name,Email,Phone Number,Company Name,Industry,Lead Source,Lead Status,Lead Score,Created Date,Opportunity Amount,Opportunity Stage,Probability of Close,Age,Gender,Location,Product Interest,Last Interaction Date,Contract Type,Contract Start Date,Contract End Date,Monthly Revenue,Support Tickets Open,Support Tickets Closed,Last Email Sent Date,Last Phone Call Date,Last Meeting Date,Email Thread,Notes,Comments
Matthew,Wilkins,lorimurphy@example.com,9139269057,Solomon Group,Healthcare,Website,Contacted,47,2023-12-27,32243,Prospecting,0.22815883243518897,56,Male,Brianborough,Product A,2023-08-16,Custom,2023-01-01,2023-11-06,6552,8,7,2023-07-05,2023-03-24,2023-04-18,['Maybe phone increase lead early. Education sign go institution require. Least including example both.'],"['Oil letter same least present call possible. By other teach technology western wonder left. National both back treat opportunity cup whose. Since another vote yeah try before.', 'Table hair treatment. Way garden talk Mrs create others hot common.', 'The chair environmental TV recently end simple. Artist skill perhaps. Every mean necessary establish television.']","['Star set performance word. Civil over trouble situation late responsibility thus.', 'While important anything fear. Age garden west relate already floor. Letter range any tough sea adult.', 'Reduce force light office parent personal. Improve pass sell ability truth. Test easy stay natural me space.']"
Brittany,Fisher,smithrobert@example.net,751-894-5554x1911,Neal Group,Technology,Social Media,Contacted,84,2023-04-03,24149,Proposal,0.963200924970072,73,Female,New Barbaratown,Product C,2023-07-17,Service Agreement,2022-09-30,2023-03-26,8419,1,1,2023-07-26,2023-04-13,2024-01-26,"['Process baby culture decade. Street purpose financial modern brother yourself director.', 'Short dog later set image concern training student.', 'True source civil across. Appear film series wall.']","['Myself other answer personal watch can quality. Health say himself husband.', 'Food inside lose drive eight. Effect opportunity difficult cell.', 'Politics down I high.']","['Heavy by place attack speak person time. Skin four interesting stand test hair.', 'Us source theory medical produce. Both store experience light hear.']"
Holly,Brown,xspears@example.net,001-918-762-1663x371,"Mercer, Zhang and Johnson",Finance,Website,Qualified,70,2022-10-22,90261,Prospecting,0.9147258699825245,28,Male,South Margaret,Product A,2024-01-10,Subscription,2022-06-07,2023-05-23,9963,7,7,2023-04-23,2023-03-02,2023-05-17,['Learn activity up clearly score. Western professor green picture floor expert. Building agree organization they.'],"['Form top phone plan onto. Run brother purpose become.', 'Develop nation use perhaps service group. My number officer go ago. Spend carry civil discuss.', 'Forward heart government return purpose. Church sort television official sound money.']","['Product show somebody heart project character character. Air your plan current opportunity. Gun should table a.', 'Nice begin make him. Himself for sport entire. Far fight some and.', 'Notice federal executive feel hold. Give style live arm somebody bank either. Somebody else color certainly generation.']"
Robert,Mann,jtyler@example.net,(598)937-3227x13106,"Smith, Kelley and Briggs",Manufacturing,Social Media,New,33,2023-08-04,98457,Needs Analysis,0.24370413282214798,67,Male,New Charlesshire,Product B,2023-05-23,Subscription,2022-02-25,2023-04-08,5016,0,0,2023-03-19,2023-10-06,2023-03-11,"['Change likely plan maybe answer court. Teacher day where region voice college president. Well conference admit.', 'Help sense design travel support lot gun. Benefit sort high strategy trouble measure.', 'Evening investment executive cost see. No although whatever authority money. Real month reach several memory new every other.']","['Eye former dinner several spring attorney develop family. I safe body shoulder may finally beat.', 'Campaign number rather group language her understand. Short would agree design crime court community.', 'Happen section social change necessary country.']",['Hope step from forward. Although recognize ago course test town street. Join guy another far of.']
Jennifer,Morales,wyattamy@example.net,(435)549-0524x2585,"Crawford, Wilson and Payne",Finance,Referral,Lost,31,2021-01-03,55836,Negotiation,0.2988424826703334,61,Male,Wilsonburgh,Product C,2023-07-20,Custom,2021-06-25,2023-04-03,4538,1,1,2023-10-07,2023-09-15,2023-09-08,['For far feeling order down pay. Writer experience size well general smile.'],"['Might decision debate leg attention. Soldier beautiful interesting amount purpose should must very. Range lead meet bit cup.', 'Brother word scientist during share only guess.', 'Anything town lead special yeah common employee term. Citizen trial world throughout actually economic east. Could hope right station.']","['Popular evening result ever. Minute edge state decide despite world let interview. Dark Democrat take recently significant lot.', 'Serve important spring work rise. West culture talk speak ready.', 'Become moment budget story. By area call kitchen determine require treatment. Law it executive history seem data issue like.']"
Jacob,Kelly,kenneth95@example.net,267-300-4414x539,Stuart and Sons,Technology,Cold Call,New,16,2022-12-13,64238,Qualification,0.23082218737835558,64,Female,Mcconnellstad,Product B,2023-03-25,Subscription,2022-05-07,2023-10-06,7423,1,1,2023-12-04,2023-08-14,2023-03-10,"['Bit hard home off. Realize rise impact beyond admit.', 'Between whether agency wonder. Force employee prepare thousand appear blue we. Let sign much someone decision.']","['Issue case like sort produce. Audience discover sign say force security teach.', 'Policy approach player black effort even teacher. With result seem direction test how.']","['Pm order trip position radio car. Simple possible situation imagine. Mouth why interview only religious beat.', 'Every positive much inside. While pay military discuss check budget. Would southern five top enter.', 'Agree hair lead arrive nature. She never music issue. Mention security avoid end about measure.']"
Christopher,Hernandez,fordjudy@example.com,555.489.7326,Mcconnell Inc,Manufacturing,Referral,Lost,74,2023-12-01,79933,Negotiation,0.9896264271145343,34,Female,South Andrew,Product D,2023-04-27,Subscription,2022-09-10,2023-07-10,7627,9,7,2023-07-20,2023-11-06,2023-06-22,"['Trouble raise information down. Bar church significant describe better us six west.', 'Training reduce safe indicate national dream. Rest great finally pull threat expert late your.']",['Mind girl high power smile. Senior American low sound.'],['Must first stuff benefit federal add glass production. Score worker so just someone bring through. Nearly argue culture data add garden.']
Taylor,Mejia,jamesknox@example.com,8449766298,Nunez-Foster,Healthcare,Website,New,64,2022-01-18,42564,Prospecting,0.8973031352195732,78,Female,South Michael,Product D,2023-11-07,Custom,2022-08-18,2024-01-14,7928,5,3,2023-09-29,2024-01-02,2023-12-12,['Church teacher yes this. Bring talk discover box enter about guy.'],"['After college military see into source affect. Democrat force space same across civil bed enter. Last north read same next under southern best. Health but from everything season.', 'Too mention offer send subject. Do interesting hotel add.']","['Citizen court month. Themselves course heavy positive number writer ability future.', 'Friend service return. Fine decide so experience learn agency.', 'Field information serve meet again. Clearly enjoy your hope even conference.']"
Steven,Garner,campbellronald@example.com,774-930-5957,Carroll Group,Finance,Referral,Qualified,19,2021-06-25,87917,Needs Analysis,0.59513937351916,69,Male,Jennamouth,Product D,2023-12-21,Custom,2021-06-28,2023-09-21,8794,9,4,2023-10-17,2023-09-24,2023-07-02,"['Mr and those can until. Surface surface those.', 'Cut down tax white trade front. Summer report our property wish. Forget board politics traditional.', 'Life surface old. Building surface issue travel bring task instead. Expert across tax class environment. Run detail by music within top success.']","['Room bag middle past. Eat network read letter either between away degree. Anyone little sort economic PM. Until civil would television safe throw.', 'Build break control relate opportunity step. Concern newspaper bit war section tell study. Explain we thus since husband.']",['Court movement read attorney then boy thus. Process late red strategy year hit up share.']
Marissa,Hernandez,davisjulie@example.net,925-248-5183x42961,Page-Landry,Finance,Cold Call,Qualified,85,2023-09-09,94175,Qualification,0.7380230244699725,51,Male,South Tonyview,Product D,2023-06-05,One-time Purchase,2022-11-16,2023-07-02,9153,3,1,2024-02-12,2023-04-25,2023-04-12,['Tonight run child follow Democrat. Special walk skill.'],"['Sometimes rock ground including federal clearly. Beat themselves citizen growth organization kitchen treat standard.', 'Easy person also often meeting nature. Next order minute newspaper property enough. Especially drop nor although might expert.', 'Office performance letter yes stay majority. Medical rich alone ask home plant world.']","['Economic phone traditional air whether present. Baby low recent particularly sell for rich. Brother activity vote ever.', 'Green peace enough able election. Step price team star almost western. Series may tough through.']"
Jennifer,Perez,elizabethhendrix@example.org,001-409-284-2413,Nunez and Sons,Healthcare,Social Media,Lost,52,2020-10-10,98941,Closed Won,0.9163152611489426,77,Female,Johnville,Product B,2023-06-29,Service Agreement,2022-09-23,2023-09-06,4282,6,0,2023-04-18,2023-09-03,2023-03-26,"['Direction win hard rate. Firm fill food few close agent. Several claim play behavior idea.', 'Meet series want play modern.']",['Whether rich find agent. Condition however ever success wear thing.'],"['Matter account purpose discover. Maybe expert artist reflect specific operation receive.', 'Which arrive political should role model. Nation produce exactly whether.']"
Teresa,Thompson,martinbrowning@example.net,707.248.1543,"Frank, Glover and Ramos",Technology,Social Media,Qualified,5,2021-01-19,31565,Qualification,0.49878487010456474,74,Male,Santoston,Product D,2023-12-08,Subscription,2022-07-28,2023-10-25,9933,3,1,2023-06-06,2023-10-14,2023-12-20,"['Gun care price season. Hand start admit.', 'Even dog live manager instead require believe sing. He admit new they power Republican wrong black. Particular gas research organization feel door avoid.', 'Clear including despite whether. Management keep meeting catch third goal. Woman agent speak character kid hand system.']","['List edge present control. Girl seek red third. Teach even of fish table strong.', 'And throw improve well character where control. Want serve player often discussion claim. Role talk catch.', 'Election result keep nice your. Smile draw score sport. Mission along thousand how other.']","['Away physical now east pattern message compare lawyer.', 'Citizen mouth interesting education compare teacher top international.']"
Amy,Haynes,xgraham@example.com,771.914.7317x00719,"Allen, Holland and Rogers",Finance,Social Media,Qualified,53,2020-12-25,81541,Negotiation,0.5638825592133556,77,Female,Kimberlymouth,Product A,2023-07-06,Custom,2022-03-08,2023-10-18,4172,0,0,2023-08-27,2023-12-22,2023-03-05,['Then natural less activity. Home care why husband. Money focus state organization force.'],"['Another stage question anything food lay. Able tend analysis tend too second.', 'Left final ask test fall. Rather move market ability level race language campaign. Son born loss color page continue especially. Recognize the language tonight task culture call.', 'Local or part month claim actually whether. Travel score ball oil although staff could. Too as mean Mr good.']","['Wear can police anything computer. News stage stage. Bill friend top yet.', 'Hospital cost because player management.']"
Abigail,Johnson,matthewbrown@example.org,324-664-0685x932,"Ward, Burns and Diaz",Healthcare,Social Media,Lost,26,2022-02-15,18699,Negotiation,0.5242677481405489,23,Female,Port Tracy,Product C,2023-09-22,Custom,2022-04-08,2023-08-18,3782,3,3,2023-09-06,2023-09-26,2023-07-03,"['Account organization learn fish to go its. Similar common do country place.', 'Responsibility over trouble safe major. Son rule court agreement character various teach. Represent hard activity town.']",['Impact thousand some professional visit guy above. Small above bit race evidence. Some test stand course.'],['Degree situation speak sometimes. Similar identify draw because discussion.']
Melissa,Diaz,rickcox@example.org,701.796.2523x277,Hooper-Hamilton,Manufacturing,Social Media,Contacted,55,2021-09-01,59367,Prospecting,0.12764515454815972,26,Male,Pricemouth,Product C,2023-12-18,Custom,2021-11-16,2023-12-31,3667,5,1,2023-05-01,2023-06-05,2023-03-24,['Decide generation modern let true. Raise direction will pass important child. Maintain miss tree reflect under friend even want.'],['Guy traditional hundred lead artist ever. Bad box federal no paper. Provide majority anyone machine front future table.'],['Forward civil media half despite plant pressure. Company leader attack event pick building husband. Time physical suddenly conference card soldier happen hand.']
David,Peterson,scottmoran@example.org,860.209.0766x185,"Henderson, Brown and Fowler",Manufacturing,Referral,Lost,48,2023-12-11,36489,Qualification,0.858238207897733,46,Female,West Josephville,Product A,2023-10-05,Service Agreement,2021-04-28,2023-06-19,9236,2,0,2024-01-22,2023-10-17,2023-04-05,"['Various writer himself along. Rich everyone anyone opportunity matter form cultural. Little leave around be because.', 'Prepare way for let season. Find beyond vote present owner pretty. Contain dinner husband authority collection thus ten.']","['So officer director senior them. Above listen mean wait. Each activity current green might number him thought.', 'Specific list eat ever rule doctor eight more. Generation worry include step development huge reason.', 'If study task term skin edge. Nothing skill attention while we certain. Us behavior offer foot stand attention product.']","['History ok role responsibility business three. Help list itself another key over similar. Government condition college community.', 'Process dog information site Democrat. White especially bit amount ability.']"
William,Miller,jameswinters@example.net,001-293-479-0915x44477,Mcguire and Sons,Retail,Cold Call,Contacted,38,2022-06-27,33119,Proposal,0.7710587130291412,29,Male,West Angelica,Product C,2023-06-05,One-time Purchase,2022-10-28,2023-04-27,7234,10,9,2023-03-04,2023-02-22,2023-05-28,['Year probably figure great less firm natural watch. Guess information strategy. Into run remain resource play.'],"['Let meeting indicate. Specific chair debate hot. Painting wide fine staff.', 'Thank trouble material break share guy. Budget sort happy professional surface sure quite. Role figure it fly keep specific hard.', 'Special level buy age audience. North become young after little somebody different.']","['Glass truth process benefit some she.', 'Approach upon dream hospital public thank. Miss Mrs price fill.', 'Answer none keep pattern size. Security act foreign gas heart. Positive office sign able at by.']"
Melissa,Lozano,blee@example.com,001-339-469-7532,Edwards-Stewart,Healthcare,Website,Qualified,6,2020-04-18,26586,Qualification,0.9444518872044735,62,Female,Lake Erikbury,Product D,2023-07-06,Service Agreement,2022-01-24,2023-07-30,8449,2,2,2024-02-14,2024-01-17,2023-11-29,['Agency partner recent those business start. About color audience about lot sister.'],"['Effect interesting tax information forward. Simple computer crime prove miss treat outside middle.', 'Group include nature. Avoid might least season fine political expert box. Land pattern into three within last book.', 'Water close price few. Determine test speech. Friend security lot she rest. Anything cut forget commercial edge third.']",['Hot test soon. Weight now plant around onto trip who. Whole level forget military and matter.']
Justin,Barrett,brianharris@example.net,(257)462-3173x46080,Shaw PLC,Retail,Cold Call,Lost,4,2021-10-01,33849,Negotiation,0.12489231112361987,71,Female,Osbornport,Product B,2023-09-03,Custom,2021-12-04,2023-07-11,1284,2,2,2023-10-25,2023-10-11,2023-06-19,"['Season rule west bill. Put road present admit through. Really style most maintain.', 'Smile foreign poor public thought reality exist. Condition edge financial attorney. Keep eat store find us produce.', 'Coach beat realize key officer. End TV movement compare goal.']","['Can represent however quality head green own. Sport very find focus.', 'Weight them benefit spend us. Model year fast key.']","['Detail major nice together teacher forward. Hope last could high sort garden. Point admit red air different garden season.', 'Buy role point suddenly. Really line sport particularly trade gas story.', 'Water art history beat. Ago very approach local.']"
Michael,Palmer,daltonnichole@example.net,7883452241,"Griffin, Campbell and Smith",Manufacturing,Social Media,Qualified,12,2020-09-15,97266,Qualification,0.5618207600147691,39,Female,West Joshua,Product A,2023-06-17,Custom,2021-07-16,2024-02-15,4834,3,1,2023-03-17,2023-06-10,2023-08-04,"['Enter start series community. Population foot among candidate.', 'Fall run if base movie break prove. Remain shoulder anything cultural culture study take.']",['Military exactly pressure. Head call third your reason financial line.'],['Hold marriage success. Resource hear market act kitchen medical.']
Angel,Nelson,anna03@example.net,4988467101,Friedman Ltd,Manufacturing,Referral,Lost,8,2021-07-11,4860,Qualification,0.5549398742338703,63,Male,Lake Michael,Product D,2023-02-28,Subscription,2021-07-25,2023-05-20,4553,8,7,2023-07-30,2023-09-05,2023-10-11,"['Successful join whole class dinner experience. Particular church magazine body down especially chair.', 'Cause maintain before social. Offer or civil ago.', 'Form have wonder. Knowledge time now culture wind. Fire truth spend hope instead list west. Agreement wind lay accept method against.']","['Size site black strong hundred. Audience yeah interview score their last risk.', 'Take oil animal wind himself bit democratic. Free share paper care religious.']","['Thousand air argue natural phone. Adult magazine respond suggest business. Tonight join travel spend community travel.', 'Inside method senior ask seek conference. Several especially even first go simply fine hot.', 'Minute avoid statement response concern. Feeling treatment room seven keep. Child across receive evidence commercial sell term.']"
Alicia,Kerr,samanthathompson@example.com,(969)418-6598,"Mitchell, Morton and Leblanc",Finance,Referral,Qualified,35,2023-05-07,28988,Needs Analysis,0.4327636469952588,24,Female,North Heather,Product B,2023-03-25,Custom,2022-12-07,2023-11-27,8497,0,0,2023-07-07,2023-06-01,2024-02-11,"['High room I cultural. Sure treatment quite culture benefit interview prove tree. Feeling everyone fund represent.', 'Around college drive manager school amount. Than really yes moment meet including collection.', 'Including institution itself model ahead now class. Hour board lot concern. Live fill wife first.']",['Adult indeed prevent sea understand. Somebody fast left choose nice force couple. Report in level with visit future industry when.'],['Particular almost produce before. Author focus glass hit later. Per him scientist pull.']
Caitlin,Martin,brittany07@example.net,(752)907-9744x51349,Carter Ltd,Manufacturing,Referral,Lost,81,2023-11-13,12230,Prospecting,0.605054558427854,55,Male,North Christophertown,Product B,2023-12-11,Custom,2022-07-23,2023-12-09,7103,2,2,2023-07-09,2024-01-04,2023-09-30,['Fact think beautiful leave throughout answer find none. Imagine population president forget individual.'],"['Return and song course when summer pull special. Fire meet Mrs.', 'Cup west work establish baby medical. Off art white believe. Most pay skill answer south young sort.', 'Address recent this plan join beat. Something economic attention realize protect note better. Peace gun fast it big herself. American sometimes current loss.']","['Road speech break reflect tax force. Develop ahead then trade condition matter. Process any thousand so serve knowledge. Lose lawyer eight education building rest.', 'Other one clearly plan tax activity laugh. Glass hundred how management specific free note. Be half pretty modern no age. Senior heavy fear lose.']"
Jennifer,Meyer,mandrews@example.com,239.356.5154x574,"Baker, Sanders and Harris",Manufacturing,Cold Call,New,79,2020-04-30,31154,Needs Analysis,0.024325744949693306,47,Female,Gambleshire,Product C,2023-06-12,Custom,2022-08-12,2023-05-09,9767,0,0,2023-08-17,2023-05-21,2023-03-30,"['Admit professional cause list product. Campaign card a off record better.', 'Himself meeting out create sport yet. Wish man though rock something most. Agency hand upon back interview.']","['Capital interest set short. Lead physical organization who song talk. Week black herself ability view imagine miss.', 'Reason music interview front result reality. Go under stuff.', 'Test drop vote debate. Main only policy other.']","['I shake test. Cold new development once future.', 'Election company foot parent where specific. Professor body whose small service politics.', 'Value during middle tree table mean. Will difference issue that computer truth. Career nearly drive program.']"
Stephanie,Rodgers,pgilbert@example.com,221-601-2433x33196,"Summers, Morales and Shepherd",Finance,Website,New,37,2022-02-19,23771,Closed Lost,0.6124435783441091,48,Female,Michaelberg,Product B,2023-09-08,Service Agreement,2022-07-04,2023-08-20,988,3,1,2023-03-06,2023-12-29,2023-06-22,"['Sister customer occur account. Exactly analysis six health successful.', 'Work boy brother after special. We knowledge go girl fact sport third accept. Size some indicate.']","['Coach policy arrive pass drive but history. Natural about social heart. Yes easy edge talk.', 'Form medical current class employee.']",['Bag all including Democrat. Heavy page game most picture economic.']
Marissa,Gonzalez,brianawagner@example.net,(686)976-9249x145,Cruz-Pacheco,Retail,Cold Call,Contacted,71,2021-02-25,51055,Qualification,0.4236552281708664,46,Male,East Ashley,Product B,2023-03-13,Service Agreement,2022-07-31,2023-06-06,9452,4,0,2024-01-02,2023-04-15,2023-09-27,"['Area right eye better law debate total.', 'Brother price tough operation policy able. Model again quality officer poor mean. Record media range line clearly.', 'Them father course good whole. Clear range foot since so.']","['Sure identify agency consider major suffer teacher. Usually reveal throughout care finish. Seven skin into up sing.', 'Amount into nation between picture such. Air might home whether.']",['Choice strong its day cost stand. Section which thus fight rather fight wonder. Throughout on scientist.']
Randy,Clark,youngdavid@example.org,609.314.0854x4660,Edwards-Davis,Retail,Social Media,New,38,2023-07-07,65263,Proposal,0.16050468662879258,61,Male,Robinsonville,Product A,2023-08-15,Subscription,2022-07-01,2024-02-04,539,1,0,2023-06-07,2023-12-19,2023-05-24,['Instead carry because poor. Machine card moment list.'],['Wish after successful during today defense. In ahead thank this second house police practice.'],['Maybe state month church certainly white. Hit close decide debate life. College painting myself because customer. One environmental student there television sing present.']
Brandon,Gibbs,brian59@example.com,325.950.2700x7427,Ward LLC,Finance,Website,Qualified,72,2023-10-12,10098,Proposal,0.3051757225457099,74,Male,Lake Andrewside,Product B,2023-04-08,One-time Purchase,2022-05-26,2023-05-24,2614,6,5,2023-09-30,2023-05-20,2023-09-05,['Like generation partner conference page role. Indicate budget various all PM skill. City suddenly attack should environmental now.'],"['Have foot happy. Attention whole explain center by. List heavy discussion. Peace we both general city successful friend.', 'Too foreign go forward future dinner. Peace election head here. Man total too provide clearly option oil operation.']","['Respond movement himself hold window they reach. Sign energy young knowledge environmental.', 'Growth theory PM about speech just run.', 'Doctor TV able establish story answer. Research place middle coach western avoid situation kid. Choice rather end conference executive because.']"
Chad,Shepherd,maryaguirre@example.com,564-558-5055,Sexton PLC,Manufacturing,Referral,Contacted,91,2020-03-22,39831,Prospecting,0.3077254633945242,36,Male,Smithshire,Product D,2023-08-08,Service Agreement,2022-03-14,2023-09-05,8792,0,0,2023-11-29,2024-01-04,2023-05-16,"['Opportunity fear laugh study market skin language space. Owner her song different boy plan summer.', 'Fly get scientist special south nor traditional. Finally present quite sit decade eat analysis customer. Idea major smile seven improve such year.']",['Be part senior investment over wear lose help.'],['Thus serve trade boy white scene here. Choice gas because trip.']
Rebecca,Green,brian40@example.com,+1-272-758-0638,Kidd-Davenport,Manufacturing,Website,Lost,7,2021-03-24,2089,Closed Won,0.7996418264162358,47,Male,Santanabury,Product B,2023-07-28,Service Agreement,2021-08-31,2023-03-15,1291,4,1,2023-04-11,2023-08-11,2023-11-13,"['Herself already drive anything. Expect across crime heavy particular wonder learn section.', 'Plant school participant. Computer body health class whose site significant appear.']","['Yes mind century remember. Truth kind enjoy fall me blood. East civil college this.', 'Firm according actually thus woman market financial might. Size character movie among direction relate. Message accept full food write.', 'Night purpose front kid spring turn attorney. Money public dark well collection station ball. Behavior oil avoid plan item gas.']",['Activity affect pick agree soldier cost. Too I town discussion Democrat walk matter. Left discover score various watch.']
Kimberly,Smith,donna12@example.com,723.716.9792x096,Williams-Wilson,Manufacturing,Referral,Lost,69,2023-09-27,97589,Qualification,0.17033081498567604,75,Male,East Peterstad,Product A,2023-04-06,One-time Purchase,2023-01-04,2023-11-20,9902,5,1,2023-04-04,2023-07-30,2023-08-21,"['Point low experience hold of. Cultural prove night important court budget carry.', 'Conference watch official upon series school north memory. Foreign central street scientist song future why.', 'Field someone even. Site inside pull brother field. Notice house tend fact system follow candidate.']","['Example material continue capital author. Provide technology according play ground.', 'Bill senior throughout friend world. Small piece experience week music size several I.', 'Design she that brother. Change leader our myself natural. Front answer main so mention. Official trip long public collection baby war.']","['Product exist final of nice. Wear surface final mouth practice. Whether building security law.', 'Leader off push race low every. Customer hard authority food strong. Enough director dream work growth skill.', 'Official gun phone teacher party agent whole policy. Black share computer note cold.']"
Barbara,Glenn,thomasjane@example.net,399-236-5175,Burns Group,Healthcare,Cold Call,Contacted,61,2023-05-03,29923,Negotiation,0.7156877395841855,55,Male,West Katherineside,Product B,2023-09-14,Service Agreement,2022-08-20,2023-12-24,7046,6,1,2023-07-08,2023-05-08,2023-11-10,['Authority plant same defense bag order difficult. Eye exist policy minute pass.'],['He hand dream anyone Congress shake. Our either red system able plant movement always. About sure special rate strong sit.'],['Whatever serve the next suggest tax theory. Player environment today international scientist mean race science.']
Christopher,Ruiz,tammysmith@example.org,671.428.7641,Collins and Sons,Finance,Cold Call,Qualified,38,2023-02-05,49481,Prospecting,0.19057605982625325,53,Female,Jonesfurt,Product D,2023-11-03,One-time Purchase,2021-12-18,2024-01-07,3451,5,5,2024-01-17,2023-09-04,2023-07-20,"['Seek serious friend yet successful several. Factor cause probably ready.', 'By add culture well. East style enough impact.', 'Wife run give this put mission somebody. Pretty true PM surface maybe take nice. Worry certain key several.']","['Citizen military mean such. Focus training image parent.', 'Huge ball dark central represent everything. Child dream eight.', 'Add without gas begin. Occur truth lead provide thousand across. Debate traditional skin its leg girl.']",['Word admit listen bag ready population process.']
Derrick,Mendoza,lisa02@example.net,(938)435-4971x7638,"Shaw, Prince and Rice",Healthcare,Referral,Contacted,97,2023-07-15,45604,Needs Analysis,0.4914498162536035,25,Female,Dyerfurt,Product C,2023-03-04,Subscription,2021-12-01,2023-05-18,7425,3,2,2023-07-15,2023-05-22,2024-02-04,"['Media career church pressure. Clearly end color form operation thus protect. Agency decade major heart woman team federal.', 'Price sister agent college. Which large institution model growth.']","['Pretty everything across firm nation. Spend always resource task professional paper. Whole peace near left gas nothing. Wonder arm church toward.', 'Your affect live these back. Whatever radio human. Around feeling policy top.']","['Prevent check shake among positive country between. Book seat skill seek visit.', 'Citizen range difference north ball. Within begin indicate field policy arrive information treat.', 'Campaign city defense likely chair threat throughout. Result great evidence improve even. Last according candidate price dog single letter let.']"
Todd,Anderson,vazquezmatthew@example.net,+1-559-615-5229x440,Johnson LLC,Manufacturing,Referral,Lost,52,2021-04-18,6715,Prospecting,0.18330405798926896,55,Male,Lake Tylerborough,Product A,2023-04-22,Custom,2021-07-29,2023-06-19,4266,9,8,2023-09-28,2023-06-10,2023-02-25,"['Result career interesting million couple. Question green keep act indicate as plan science.', 'Somebody study power good generation. Every various future style budget.']",['Like foot age state police describe prevent. Blood mention late product remain as.'],['Step outside throughout. South arrive family process. Dinner might hope event control remain.']
Adam,Wells,christinacameron@example.com,9038547424,Cain-Sawyer,Technology,Website,Contacted,93,2023-02-11,35811,Qualification,0.3932155503598347,36,Male,West Danielshire,Product C,2024-01-24,Service Agreement,2022-08-30,2023-04-08,9758,5,1,2024-01-01,2023-09-13,2023-11-15,"['Eye young full many important. Four social very standard receive. Every minute against necessary religious whether example.', 'Improve degree last sort only. Color explain commercial feel. Along customer doctor green exactly sometimes site area.', 'Pull office begin drop. Wish religious glass bed beautiful. Source tax second body family.']",['Everyone heart college better. Range six knowledge listen. Sea fill sister life.'],"['War act fund. President court answer future door street college. Mrs whole article research economy.', 'Experience now television green should job cold. Foreign democratic become court opportunity.']"
Brian,Brown,jacksonmark@example.com,(398)899-1940x315,Matthews-Forbes,Healthcare,Social Media,Lost,9,2023-12-04,59216,Closed Won,0.7473323233242768,49,Male,Riddlestad,Product B,2024-01-10,Service Agreement,2021-09-16,2023-06-03,2471,8,7,2023-08-05,2023-10-29,2023-04-06,"['Really soon difference town under authority technology. Strong can son south. Newspaper song avoid. Tree field hope either worry direction.', 'Purpose heavy or. Far already explain structure assume. Plant not role today community lead.']",['Skill learn short amount six certainly. State support color participant author.'],['Growth both million reach across set expect. Next per finish. Generation civil manager part month.']
Daniel,Williams,brianlewis@example.org,(313)814-3301,"Kelley, James and Estes",Retail,Referral,Lost,42,2023-05-22,48584,Prospecting,0.5527870761859095,40,Female,Martinchester,Product B,2023-04-17,Custom,2022-08-11,2023-05-15,8967,0,0,2023-08-12,2023-09-22,2024-01-24,['Bill professional necessary bit great test or. Exist financial want work movement. How human rate follow I social.'],['Past energy reason. Reason song high probably away get husband. Watch technology real campaign these heavy clear.'],"['Forget need side for field use sometimes. Can plan should miss respond camera full.', 'Age ago western risk. Reality hand get huge.', 'Focus country say commercial song event magazine. Pressure around strong nice full. Sport across including current.']"
Caroline,Lawrence,kimberlybailey@example.com,(482)475-0216,Norton Group,Retail,Website,Contacted,96,2021-11-01,74608,Closed Lost,0.2979431374889391,43,Female,Martinmouth,Product C,2023-11-25,One-time Purchase,2022-02-06,2023-05-11,8760,3,2,2024-02-08,2023-07-21,2023-08-05,"['Property society term thought important job ball. Security continue claim crime lawyer.', 'Industry offer plant garden strategy suddenly unit. Analysis design enough skin piece born keep spend.']","['Where bar population area choice state them.', 'Sell worker nothing weight base film one. With picture matter real choose land parent moment. Such thought including surface. Effect three successful early.']",['Mouth find seven majority together board. Our education stay customer.']
Cory,Hayes,hicksjoy@example.com,(775)493-1396x1167,Christensen-Wade,Retail,Cold Call,New,72,2020-02-23,62029,Needs Analysis,0.5736884552219657,40,Female,East Alexander,Product C,2023-09-20,Subscription,2022-01-25,2024-02-01,4197,6,4,2023-03-15,2023-11-11,2023-12-22,['Do maintain or. Decide exist her dark require again traditional those. Say class fast election watch right the. Foot could quite door marriage play.'],['Body language sort group site pull. Outside newspaper war exist.'],"['Always nice attorney record save. Production bring interview green list doctor.', 'Sit past nearly organization positive Republican. Three account ability future get pressure mouth which. Yet point travel he.', 'Thousand movement wear rather. New account line let gas report prove. Power expect as past.']"
Kenneth,Ross,matthew11@example.net,467-754-1401x52058,Preston and Sons,Finance,Cold Call,New,91,2021-01-18,43242,Closed Won,0.688748928403233,80,Female,East Donaldburgh,Product C,2023-04-28,Subscription,2021-12-12,2023-11-29,594,8,6,2023-12-17,2023-10-28,2023-12-23,['Represent investment responsibility difference. Write front hand cover others difficult.'],['Without attention interest player here professional project. Behind tough industry anything case. Minute food bit. Year line poor article.'],"['Camera yard staff human two contain leg. Too hand source property her. Soon really available capital provide body.', 'Accept despite effect must street light old find. Beat once send. Compare per itself thing let lead year.', 'Leader send effect sport. Let from bad.']"
